what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382331961708
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332000159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332004402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332033862
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1382332064314
started,bundle,org.eclipse.m2e.launching,1.3.1.20130219-1424,"org.eclipse.m2e.launching",1382332064749
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1382332067860
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332070080
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332071540
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382332071672
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332076668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332090337
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1382332092648
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332118015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332164335
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382332210473
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1382332211455
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332334373
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332346295
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332347765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332432379
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332432521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382332434866
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1382332451431
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382332453291
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382332456753
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1382332478035
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382332478325
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382332478555
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1382332525020
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382332525280
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1382332529030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382332532510
