what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1382320371662
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1382320371662
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1382320371662
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1382320371672
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1382320371672
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1382320371672
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1382320371672
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1382320371682
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1382320371682
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1382320371682
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1382320371682
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1382320371682
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1382320371692
started,bundle,org.eclipse.wst.common.frameworks,1.2.101.v201107192200,"org.eclipse.wst.common.frameworks",1382320371692
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1382320371692
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1382320371692
os,sysinfo,,,"win32",1382320371702
arch,sysinfo,,,"x86",1382320371702
ws,sysinfo,,,"win32",1382320371702
locale,sysinfo,,,"ko_KR",1382320371702
processors,sysinfo,,,"2",1382320371702
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1382320371702
java.runtime.version,sysinfo,,,"1.5.0_12-b04",1382320371702
java.specification.name,sysinfo,,,"Java Platform API Specification",1382320371702
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1382320371702
java.specification.version,sysinfo,,,"1.5",1382320371702
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1382320371702
java.version,sysinfo,,,"1.5.0_12",1382320371702
java.vm.info,sysinfo,,,"mixed mode",1382320371702
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1382320371702
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1382320371702
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1382320371702
java.vm.specification.version,sysinfo,,,"1.0",1382320371702
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1382320371702
java.vm.version,sysinfo,,,"1.5.0_12-b04",1382320371702
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382320372272
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1382320387442
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1382320389374
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1382320389384
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1382320389514
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1382320389514
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382320482864
